Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
129.60,1137.702,925.80,-81.47619,82.76,-,9.062621
129.65,1137.702,925.80,-75.85714,82.76,-,9.062621
129.70,1134.764,925.90,-73.04762,82.76,-,9.062621
129.75,1131.828,926.00,-70.2381,82.76,-,9.062621
129.80,1128.893,926.10,-67.42857,82.76,-,9.062621
129.85,1128.893,926.10,-64.61905,82.76,-,9.062621
129.90,1125.956,926.20,-61.80952,82.76,-,9.062621
129.95,1125.956,926.20,-59,82.76,-,9.062621
130.00,1123.021,926.30,-56.19048,82.76,-,9.062621
130.05,1120.084,926.40,-56.19048,82.76,-,9.062621
130.10,1114.215,926.60,-56.14286,82.76,-,9.062621
130.15,1111.279,926.70,-56.14286,82.76,-,9.062621
130.20,1108.346,926.80,-56.14286,82.76,-,9.062621
130.25,1105.41,926.90,-56.14286,82.76,-,9.062621
130.30,1099.544,927.10,-58.90476,82.76,-,9.062621
130.35,1096.61,927.20,-56.09524,82.76,-,9.062621
130.40,1093.677,927.30,-58.90476,82.76,-,9.062621
130.45,1093.677,927.30,-56.09524,82.76,-,9.062621
130.50,1093.677,927.30,-50.47619,82.76,-,9.062621
130.55,1093.677,927.30,-47.66667,82.76,-,9.043174
130.60,1090.743,927.40,-47.66667,82.76,-,9.043174
130.65,1087.811,927.50,-47.66667,82.76,-,9.043174
130.70,1087.811,927.50,-47.66667,82.76,-,9.043174
130.75,1090.743,927.40,-42.04762,82.76,-,9.043174
130.80,1090.743,927.40,-39.23809,82.76,-,9.043174
130.85,1090.743,927.40,-36.42857,82.76,-,9.043174
130.90,1090.743,927.40,-36.42857,82.76,-,9.043174
130.95,1087.811,927.50,-36.42857,82.76,-,9.043174
131.00,1087.811,927.50,-36.42857,82.76,-,9.043174
131.05,1084.88,927.60,-36.42857,82.76,-,9.043174
131.10,1079.015,927.80,-39.19048,82.76,-,9.043174
131.15,1073.152,928.00,-39.19048,82.76,-,9.043174
131.20,1067.289,928.20,-41.95238,82.76,-,9.043174
131.25,1061.428,928.40,-44.71429,82.76,-,9.043174
131.30,1055.569,928.60,-47.47619,82.76,-,9.043174
131.35,1049.71,928.80,-47.47619,82.76,-,9.043174
131.40,1046.78,928.90,-47.47619,82.76,-,9.043174
131.45,1040.924,929.10,-50.23809,82.76,-,9.043174
131.50,1037.995,929.20,-53.04762,82.58,-,9.062621
131.55,1035.067,929.30,-55.85714,82.58,-,9.062621
131.60,1029.211,929.50,-61.42857,82.58,-,9.062621
131.65,1023.357,929.70,-64.19048,82.58,-,9.062621
131.70,1020.431,929.80,-64.19048,82.58,-,9.062621
131.75,1020.431,929.80,-64.19048,82.58,-,9.062621
131.80,1017.503,929.90,-69.80952,82.58,-,9.062621
131.85,1014.577,930.00,-72.61905,82.58,-,9.062621
131.90,1014.577,930.00,-72.61905,82.58,-,9.062621
131.95,1011.652,930.10,-75.42857,82.58,-,9.062621
132.00,1008.725,930.20,-75.42857,82.58,-,9.062621
132.05,1005.8,930.30,-78.19048,82.58,-,9.062621
132.10,1002.874,930.40,-78.19048,82.58,-,9.062621
132.15,999.9497,930.50,-75.38095,82.58,-,9.062621
132.20,999.9497,930.50,-69.80952,82.58,-,9.062621
132.25,1002.874,930.40,-61.47619,82.58,-,9.062621
132.30,999.9497,930.50,-58.66667,82.58,-,9.062621
132.35,997.0257,930.60,-55.85714,82.58,-,9.062621
132.40,997.0257,930.60,-50.28571,82.58,-,9.062621
132.45,997.0257,930.60,-47.47619,82.58,-,9.062621
132.50,997.0257,930.60,-41.90476,82.58,-,9.062621
132.55,997.0257,930.60,-39.09524,82.58,-,9.043174
132.60,997.0257,930.60,-36.28571,82.58,-,9.043174
132.65,994.1001,930.70,-33.52381,82.58,-,9.043174
132.70,994.1001,930.70,-27.95238,82.58,-,9.043174
132.75,988.2515,930.90,-30.71428,82.58,-,9.043174
132.80,982.4057,931.10,-36.28571,82.58,-,9.043174
132.85,976.5591,931.30,-39.04762,82.58,-,9.043174
132.90,967.7921,931.60,-44.57143,82.58,-,9.043174
132.95,961.948,931.80,-50.14286,82.58,-,9.043174
133.00,956.105,932.00,-52.90476,82.58,-,9.043174
133.05,950.263,932.20,-55.66667,82.58,-,9.043174
133.10,947.3433,932.30,-55.66667,82.58,-,9.043174
133.15,941.5027,932.50,-58.42857,82.58,-,9.043174
133.20,938.5838,932.60,-58.42857,82.58,-,9.043174
133.25,932.7449,932.80,-64,82.58,-,9.043174
133.30,929.8248,932.90,-69.52381,82.58,-,9.043174
133.35,923.9892,933.10,-72.33334,82.58,-,9.043174
133.40,921.0699,933.20,-72.33334,82.58,-,9.043174
133.45,918.1528,933.30,-75.09524,82.58,-,9.043174
133.50,915.2341,933.40,-77.85714,82.58,-,9.062621
133.55,912.3173,933.50,-80.61905,82.58,-,9.062621
133.60,912.3173,933.50,-80.61905,82.58,-,9.062621
133.65,909.4009,933.60,-83.38095,82.58,-,9.062621
133.70,906.483,933.70,-83.33334,82.58,-,9.062621
133.75,903.567,933.80,-86.09524,82.58,-,9.062621
133.80,900.6495,933.90,-83.28571,82.58,-,9.062621
133.85,897.7341,934.00,-80.47619,82.58,-,9.062621
133.90,894.819,934.10,-77.66666,82.58,-,9.062621
133.95,894.819,934.10,-69.33334,82.58,-,9.062621
134.00,891.9023,934.20,-66.52381,82.58,-,9.062621
134.05,894.819,934.10,-58.19048,82.58,-,9.062621
134.10,894.819,934.10,-52.61905,82.58,-,9.062621
134.15,897.7341,934.00,-47.09524,82.58,-,9.062621
134.20,900.6495,933.90,-38.76191,82.58,-,9.062621
134.25,906.483,933.70,-30.42857,82.58,-,9.062621
134.30,906.483,933.70,-24.85714,82.58,-,9.062621
134.35,903.567,933.80,-24.85714,82.58,-,9.062621
134.40,903.567,933.80,-19.28572,82.58,-,9.062621
134.45,900.6495,933.90,-19.28572,82.58,-,9.062621
134.50,897.7341,934.00,-19.28572,82.58,-,9.062621
134.55,888.9876,934.30,-24.85714,82.58,-,9.062621
134.60,883.1572,934.50,-27.66667,82.58,-,9.062621
134.65,871.4996,934.90,-38.76191,82.58,-,9.062621
134.70,865.674,935.10,-41.57143,82.58,-,9.062621
134.75,856.934,935.40,-47.14286,82.58,-,9.062621
134.80,848.1981,935.70,-52.71429,82.58,-,9.062621
134.85,842.3748,935.90,-55.47619,82.58,-,9.062621
134.90,836.5543,936.10,-58.23809,82.58,-,9.062621
134.95,833.6426,936.20,-58.23809,82.58,-,9.062621
135.00,827.8218,936.40,-63.76191,82.58,-,9.062621
135.05,822.0038,936.60,-66.52381,82.58,-,9.062621
135.10,816.1851,936.80,-74.80952,82.58,-,9.062621
135.15,816.1851,936.80,-74.80952,82.58,-,9.062621
135.20,810.3673,937.00,-83.09524,82.58,-,9.062621
135.25,807.4597,937.10,-88.61905,82.58,-,9.062621
135.30,804.5505,937.20,-96.95238,82.58,-,9.062621
135.35,804.5505,937.20,-96.95238,82.58,-,9.062621
135.40,804.5505,937.20,-94.19048,82.58,-,9.062621
135.45,804.5505,937.20,-94.19048,82.58,-,9.062621
135.50,804.5505,937.20,-91.42857,82.4,-,9.062621
135.55,801.6434,937.30,-91.42857,82.4,-,9.062621
135.60,798.7348,937.40,-85.85714,82.4,-,9.062621
135.65,795.8282,937.50,-83.04762,82.4,-,9.062621
135.70,792.9219,937.60,-74.71429,82.4,-,9.062621
135.75,790.014,937.70,-71.90476,82.4,-,9.062621
135.80,787.1081,937.80,-66.33334,82.4,-,9.062621
135.85,784.2007,937.90,-60.76191,82.4,-,9.062621
135.90,781.2953,938.00,-58,82.4,-,9.062621
135.95,775.4836,938.20,-58,82.4,-,9.062621
136.00,772.579,938.30,-58,82.4,-,9.062621
136.05,766.7688,938.50,-58,82.4,-,9.062621
136.10,760.9596,938.70,-58,82.4,-,9.062621
136.15,758.0562,938.80,-55.23809,82.4,-,9.062621
136.20,755.1514,938.90,-58,82.4,-,9.062621
136.25,752.2485,939.00,-55.23809,82.4,-,9.062621
136.30,749.3459,939.10,-55.23809,82.4,-,9.062621
136.35,743.5397,939.30,-58,82.4,-,9.062621
136.40,740.6361,939.40,-60.76191,82.4,-,9.062621
136.45,734.8331,939.60,-66.28571,82.4,-,9.062621
136.50,734.8331,939.60,-66.28571,82.4,-,9.062621
136.55,729.0294,939.80,-71.80952,82.4,-,9.062621
136.60,729.0294,939.80,-69.04762,82.4,-,9.062621
136.65,723.2267,940.00,-71.80952,82.4,-,9.062621
136.70,720.3266,940.10,-71.80952,82.4,-,9.062621
136.75,717.425,940.20,-71.80952,82.4,-,9.062621
136.80,717.425,940.20,-69.04762,82.4,-,9.062621
136.85,714.5254,940.30,-69.04762,82.4,-,9.062621
136.90,711.6243,940.40,-69.04762,82.4,-,9.062621
136.95,711.6243,940.40,-66.28571,82.4,-,9.062621
137.00,714.5254,940.30,-58,82.4,-,9.062621
137.05,714.5254,940.30,-55.23809,82.4,-,9.062621
137.10,714.5254,940.30,-49.71429,82.4,-,9.062621
137.15,711.6243,940.40,-46.95238,82.4,-,9.062621
137.20,708.7252,940.50,-46.95238,82.4,-,9.062621
137.25,705.8263,940.60,-46.95238,82.4,-,9.062621
137.30,705.8263,940.60,-44.19048,82.4,-,9.062621
137.35,708.7252,940.50,-38.66667,82.4,-,9.062621
137.40,705.8263,940.60,-35.90476,82.4,-,9.062621
137.45,700.0276,940.80,-38.66667,82.4,-,9.062621
137.50,697.1277,940.90,-35.90476,82.22,-,9.062621
137.55,694.2299,941.00,-38.66667,82.22,-,9.062621
137.60,688.4332,941.20,-38.66667,82.22,-,9.062621
137.65,682.6374,941.40,-44.19048,82.22,-,9.062621
137.70,676.8445,941.60,-44.19048,82.22,-,9.062621
137.75,671.0507,941.80,-46.95238,82.22,-,9.062621
137.80,668.1533,941.90,-46.95238,82.22,-,9.062621
137.85,665.258,942.00,-49.71429,82.22,-,9.062621
137.90,659.4662,942.20,-52.47619,82.22,-,9.062621
137.95,656.5717,942.30,-52.47619,82.22,-,9.062621
138.00,650.7814,942.50,-58,82.22,-,9.062621
138.05,650.7814,942.50,-60.76191,82.22,-,9.062621
138.10,650.7814,942.50,-60.76191,82.22,-,9.062621
138.15,647.8875,942.60,-63.52381,82.22,-,9.062621
138.20,644.9921,942.70,-63.52381,82.22,-,9.062621
138.25,642.0988,942.80,-63.52381,82.22,-,9.062621
138.30,642.0988,942.80,-60.76191,82.22,-,9.062621
138.35,639.2039,942.90,-63.52381,82.22,-,9.062621
138.40,636.311,943.00,-69.04762,82.22,-,9.062621
138.45,633.4183,943.10,-69.04762,82.22,-,9.062621
138.50,630.5242,943.20,-66.28571,82.22,-,9.062621
138.55,627.6321,943.30,-66.28571,82.22,-,9.062621
138.60,624.7385,943.40,-66.28571,82.22,-,9.062621
138.65,621.8468,943.50,-63.52381,82.22,-,9.062621
138.70,618.9554,943.60,-60.76191,82.22,-,9.062621
138.75,613.1716,943.80,-60.76191,82.22,-,9.062621
138.80,610.2792,943.90,-58,82.22,-,9.062621
138.85,604.4987,944.10,-60.76191,82.22,-,9.062621
138.90,598.7174,944.30,-63.52381,82.22,-,9.062621
138.95,601.6071,944.20,-55.23809,82.22,-,9.062621
139.00,598.7174,944.30,-55.23809,82.22,-,9.062621
139.05,592.9371,944.50,-55.23809,82.22,-,9.062621
139.10,590.0482,944.60,-58,82.22,-,9.062621
139.15,587.1577,944.70,-60.76191,82.22,-,9.062621
139.20,584.2693,944.80,-60.76191,82.22,-,9.062621
139.25,581.3794,944.90,-60.76191,82.22,-,9.062621
139.30,578.4915,945.00,-60.76191,82.22,-,9.062621
139.35,575.6038,945.10,-63.52381,82.22,-,9.062621
139.40,572.7147,945.20,-63.52381,82.22,-,9.062621
139.45,575.6038,945.10,-58,82.22,-,9.062621
139.50,581.3794,944.90,-49.71429,82.22,-,9.062621
139.55,578.4915,945.00,-49.71429,82.22,-,9.062621
139.60,578.4915,945.00,-46.95238,82.22,-,9.062621
139.65,575.6038,945.10,-46.95238,82.22,-,9.062621
139.70,572.7147,945.20,-46.95238,82.22,-,9.062621
139.75,569.8275,945.30,-46.95238,82.22,-,9.062621
139.80,564.0521,945.50,-46.95238,82.22,-,9.062621
139.85,558.2777,945.70,-49.66667,82.22,-,9.062621
139.90,555.3918,945.80,-46.90476,82.22,-,9.062621
139.95,549.6189,946.00,-46.85714,82.22,-,9.062621
140.00,546.7337,946.10,-52.38095,82.22,-,9.062621
140.05,543.847,946.20,-52.38095,82.22,-,9.062621
140.10,535.1918,946.50,-55.09524,82.22,-,9.062621
140.15,529.4224,946.70,-57.80952,82.22,-,9.062621
140.20,526.5389,946.80,-57.80952,82.22,-,9.062621
140.25,517.8882,947.10,-63.28571,82.22,-,9.062621
140.30,512.1218,947.30,-66,82.22,-,9.062621
140.35,509.238,947.40,-66,82.22,-,9.062621
140.40,515.004,947.20,-57.76191,82.22,-,9.062621
140.45,503.4748,947.60,-66,82.22,-,9.062621
140.50,500.5918,947.70,-71.52381,82.22,-,9.062621
140.55,494.8282,947.90,-82.52381,82.22,-,9.043174
140.60,491.9477,948.00,-82.52381,82.22,-,9.043174
140.65,489.0675,948.10,-85.28571,82.22,-,9.043174
140.70,486.1857,948.20,-85.28571,82.22,-,9.043174
140.75,480.4246,948.40,-88,82.22,-,9.043174
140.80,477.5453,948.50,-88,82.22,-,9.043174
140.85,474.6663,948.60,-85.2381,82.22,-,9.043174
140.90,471.7858,948.70,-82.52381,82.22,-,9.043174
140.95,468.9072,948.80,-82.52381,82.22,-,9.043174
141.00,463.1491,949.00,-82.52381,82.22,-,9.043174
141.05,463.1491,949.00,-79.7619,82.22,-,9.043174
141.10,460.2713,949.10,-79.7619,82.22,-,9.043174
141.15,454.5146,949.30,-77,82.22,-,9.043174
141.20,451.6358,949.40,-74.28571,82.22,-,9.043174
141.25,451.6358,949.40,-71.52381,82.22,-,9.043174
141.30,448.759,949.50,-66.04762,82.22,-,9.043174
141.35,445.8824,949.60,-63.33333,82.22,-,9.043174
141.40,440.1282,949.80,-66.04762,82.22,-,9.043174
141.45,437.2506,949.90,-74.28571,82.22,-,9.043174
141.50,431.4997,950.10,-68.7619,82.04,-,9.062621
141.55,428.6228,950.20,-68.7619,82.04,-,9.062621
141.60,428.6228,950.20,-63.28571,82.04,-,9.062621
141.65,425.7479,950.30,-63.23809,82.04,-,9.062621
141.70,425.7479,950.30,-60.47619,82.04,-,9.062621
141.75,422.8716,950.40,-60.47619,82.04,-,9.062621
141.80,422.8716,950.40,-55,82.04,-,9.062621
141.85,422.8716,950.40,-52.23809,82.04,-,9.062621
141.90,422.8716,950.40,-49.47619,82.04,-,9.062621
141.95,419.9972,950.50,-49.42857,82.04,-,9.062621
142.00,419.9972,950.50,-46.66667,82.04,-,9.062621
142.05,417.123,950.60,-43.90476,82.04,-,9.062621
142.10,417.123,950.60,-43.90476,82.04,-,9.062621
142.15,414.2474,950.70,-43.90476,82.04,-,9.062621
142.20,411.3737,950.80,-41.14286,82.04,-,9.062621
142.25,408.4986,950.90,-41.14286,82.04,-,9.062621
142.30,405.6255,951.00,-43.85714,82.04,-,9.062621
142.35,405.6255,951.00,-41.09524,82.04,-,9.062621
142.40,405.6255,951.00,-38.33333,82.04,-,9.062621
142.45,399.8781,951.20,-38.33333,82.04,-,9.062621
142.50,397.0057,951.30,-38.28571,82.04,-,9.062621
142.55,394.1318,951.40,-35.52381,82.04,-,9.062621
142.60,388.3882,951.60,-38.23809,82.04,-,9.062621
142.65,385.515,951.70,-40.95238,82.04,-,9.062621
142.70,379.7711,951.90,-43.71429,82.04,-,9.062621
142.75,371.1579,952.20,-51.90476,82.04,-,9.062621
142.80,365.4165,952.40,-54.61905,82.04,-,9.062621
142.85,359.6777,952.60,-60.09524,82.04,-,9.062621
142.90,356.807,952.70,-62.80952,82.04,-,9.062621
142.95,353.9382,952.80,-65.52381,82.04,-,9.062621
143.00,351.068,952.90,-65.52381,82.04,-,9.062621
143.05,348.1997,953.00,-68.2381,82.04,-,9.062621
143.10,342.4621,953.20,-71,82.04,-,9.062621
143.15,339.5946,953.30,-73.71429,82.04,-,9.062621
143.20,336.7256,953.40,-73.66666,82.04,-,9.062621
143.25,333.8585,953.50,-73.66666,82.04,-,9.062621
143.30,330.9917,953.60,-73.61905,82.04,-,9.062621
143.35,328.1234,953.70,-73.61905,82.04,-,9.062621
143.40,325.257,953.80,-76.33334,82.04,-,9.062621
143.45,322.3892,953.90,-79.04762,82.04,-,9.062621
143.50,316.6578,954.10,-79.04762,82.04,-,9.062621
143.55,316.6578,954.10,-76.33334,82.04,-,9.062621
143.60,313.7907,954.20,-76.33334,82.04,-,9.062621
143.65,313.7907,954.20,-70.85714,82.04,-,9.062621
143.70,310.9256,954.30,-70.85714,82.04,-,9.062621
143.75,310.9256,954.30,-65.38095,82.04,-,9.062621
143.80,313.7907,954.20,-54.47619,82.04,-,9.062621
143.85,313.7907,954.20,-49,82.04,-,9.062621
143.90,313.7907,954.20,-43.52381,82.04,-,9.062621
143.95,313.7907,954.20,-40.80952,82.04,-,9.062621
144.00,310.9256,954.30,-40.80952,82.04,-,9.062621
144.05,308.059,954.40,-40.80952,82.04,-,9.062621
144.10,308.059,954.40,-38.09524,82.04,-,9.062621
144.15,310.9256,954.30,-29.90476,82.04,-,9.062621
144.20,308.059,954.40,-29.90476,82.04,-,9.062621
144.25,299.4641,954.70,-35.38095,82.04,-,9.062621
144.30,296.6002,954.80,-35.38095,82.04,-,9.062621
144.35,290.8714,955.00,-38.14286,82.04,-,9.062621
144.40,282.2809,955.30,-43.61905,82.04,-,9.062621
144.45,276.5546,955.50,-46.38095,82.04,-,9.062621
144.50,273.6926,955.60,-46.38095,82.04,-,9.062621
144.55,267.9677,955.80,-46.33333,82.04,-,9.062621
144.60,262.2437,956.00,-51.76191,82.04,-,9.062621
144.65,256.5208,956.20,-54.47619,82.04,-,9.062621
144.70,253.6605,956.30,-57.19048,82.04,-,9.062621
144.75,247.939,956.50,-59.90476,82.04,-,9.062621
144.80,247.939,956.50,-59.90476,82.04,-,9.062621
144.85,242.2184,956.70,-68.04762,82.04,-,9.062621
144.90,239.3594,956.80,-70.7619,82.04,-,9.062621
144.95,236.4989,956.90,-73.47619,82.04,-,9.062621
145.00,233.6403,957.00,-76.19048,82.04,-,9.062621
145.05,227.9222,957.20,-78.90476,82.04,-,9.062621
145.10,227.9222,957.20,-76.19048,82.04,-,9.062621
145.15,225.0643,957.30,-78.90476,82.04,-,9.062621
145.20,222.205,957.40,-84.33334,82.04,-,9.062621
145.25,219.3476,957.50,-84.33334,82.04,-,9.062621
145.30,216.4905,957.60,-78.85714,82.04,-,9.062621
145.35,213.6319,957.70,-78.85714,82.04,-,9.062621
145.40,210.7753,957.80,-76.09524,82.04,-,9.062621
145.45,207.9172,957.90,-70.61905,82.04,-,9.062621
145.50,202.2051,958.10,-70.57143,82.04,-,9.062621
145.55,196.4923,958.30,-73.28571,82.04,-,9.062621
145.60,190.7805,958.50,-73.28571,82.04,-,9.062621
145.65,187.9258,958.60,-70.57143,82.04,-,9.062621
145.70,179.3596,958.90,-73.28571,82.04,-,9.062621
145.75,176.5059,959.00,-73.28571,82.04,-,9.062621
145.80,173.6524,959.10,-70.57143,82.04,-,9.062621
145.85,170.7974,959.20,-73.28571,82.04,-,9.062621
145.90,167.9444,959.30,-70.57143,82.04,-,9.062621
145.95,167.9444,959.30,-67.85714,82.04,-,9.062621
146.00,170.7974,959.20,-62.42857,82.04,-,9.062621
146.05,173.6524,959.10,-57,82.04,-,9.062621
146.10,179.3596,958.90,-46.14286,82.04,-,9.062621
146.15,182.2154,958.80,-43.42857,82.04,-,9.062621
146.20,182.2154,958.80,-40.71429,82.04,-,9.062621
146.25,176.5059,959.00,-43.42857,82.04,-,9.062621
146.30,167.9444,959.30,-48.85714,82.04,-,9.062621
146.35,156.5313,959.70,-57,82.04,-,9.062621
146.40,147.9749,960.00,-62.42857,82.04,-,9.062621
146.45,139.4207,960.30,-67.85714,82.04,-,9.062621
146.50,133.7184,960.50,-70.57143,82.04,-,9.062621
146.55,128.0172,960.70,-70.57143,81.86,-,9.043174
146.60,122.3169,960.90,-70.57143,81.86,-,9.043174
146.65,119.468,961.00,-67.85714,81.86,-,9.043174
146.70,116.6193,961.10,-67.85714,81.86,-,9.043174
146.75,113.7691,961.20,-62.42857,81.86,-,9.043174
146.80,110.9209,961.30,-62.42857,81.86,-,9.043174
146.85,110.9209,961.30,-59.71429,81.86,-,9.043174
146.90,108.0712,961.40,-59.71429,81.86,-,9.043174
146.95,108.0712,961.40,-57,81.86,-,9.043174
147.00,108.0712,961.40,-57,81.86,-,9.043174
147.05,105.2235,961.50,-62.42857,81.86,-,9.043174
147.10,102.376,961.60,-67.85714,81.86,-,9.043174
147.15,102.376,961.60,-73.28571,81.86,-,9.043174
147.20,96.68002,961.80,-81.42857,81.86,-,9.043174
147.25,93.83153,961.90,-84.14286,81.86,-,9.043174
147.30,88.13873,962.10,-84.14286,81.86,-,9.043174
147.35,88.13873,962.10,-76,81.86,-,9.043174
147.40,90.98501,962.00,-62.42857,81.86,-,9.043174
147.45,90.98501,962.00,-54.28571,81.86,-,9.043174
147.50,90.98501,962.00,-46.14286,81.86,-,9.062621
147.55,85.29095,962.20,-46.14286,81.86,-,9.062621
147.60,76.75253,962.50,-48.85714,81.86,-,9.062621
147.65,73.90744,962.60,-46.14286,81.86,-,9.062621
147.70,73.90744,962.60,-43.42857,81.86,-,9.062621
147.75,71.06086,962.70,-43.42857,81.86,-,9.062621
147.80,68.21626,962.80,-43.42857,81.86,-,9.062621
147.85,62.52602,963.00,-46.14286,81.86,-,9.062621
147.90,53.99334,963.30,-54.28571,81.86,-,9.062621
147.95,56.83675,963.20,-48.85714,81.86,-,9.062621
148.00,53.99334,963.30,-51.57143,81.86,-,9.062621
148.05,45.46281,963.60,-59.71429,81.86,-,9.062621
148.10,42.61862,963.70,-59.71429,81.86,-,9.062621
148.15,34.09096,964.00,-65.14286,81.86,-,9.062621
148.20,28.40646,964.20,-70.57143,81.86,-,9.062621
148.25,22.72293,964.40,-70.57143,81.86,-,9.062621
148.30,19.88238,964.50,-70.57143,81.86,-,9.062621
148.35,17.04207,964.60,-67.85714,81.86,-,9.062621
148.40,14.20027,964.70,-70.57143,81.86,-,9.062621
148.45,8.519119,964.90,-78.71429,81.86,-,9.062621
148.50,8.519119,964.90,-78.71429,81.86,-,9.062621
148.55,8.519119,964.90,-78.71429,81.86,-,9.062621
148.60,11.36044,964.80,-70.57143,81.86,-,9.062621
148.65,5.679767,965.00,-67.85714,81.86,-,9.062621
148.70,2.840652,965.10,-67.85714,81.86,-,9.062621
148.75,2.840652,965.10,-67.85714,81.86,-,9.062621
148.80,2.840652,965.10,-65.14286,81.86,-,9.062621
148.85,4.27436E-05,965.20,-65.14286,81.86,-,9.062621
148.90,-2.838595,965.30,-62.42857,81.86,-,9.062621
148.95,-8.516891,965.50,-59.71429,81.86,-,9.062621
149.00,-14.19423,965.70,-67.85714,81.86,-,9.062621
149.05,-22.7076,966.00,-73.2381,81.86,-,9.062621
149.10,-28.38256,966.20,-70.47619,81.86,-,9.062621
149.15,-31.21882,966.30,-70.47619,81.86,-,9.062621
149.20,-36.89235,966.50,-67.71429,81.86,-,9.062621
149.25,-42.56494,966.70,-67.66666,81.86,-,9.062621
149.30,-48.23658,966.90,-67.61905,81.86,-,9.062621
149.35,-51.07117,967.00,-67.61905,81.86,-,9.062621
149.40,-53.90553,967.10,-67.61905,81.86,-,9.062621
149.45,-56.74138,967.20,-67.61905,81.86,-,9.062621
149.50,-59.57527,967.30,-64.90476,81.86,-,9.062621
149.55,-62.41064,967.40,-67.61905,81.86,-,9.062621
149.60,-62.41064,967.40,-67.61905,81.86,-,9.062621
149.65,-62.41064,967.40,-70.33334,81.86,-,9.062621
149.70,-62.41064,967.40,-64.90476,81.86,-,9.062621
149.75,-62.41064,967.40,-62.19048,81.86,-,9.062621
149.80,-70.9119,967.70,-70.28571,81.86,-,9.062621
149.85,-73.74459,967.80,-73,81.86,-,9.062621
149.90,-82.243,968.10,-78.38095,81.86,-,9.062621
149.95,-93.57204,968.50,-86.47619,81.86,-,9.062621
150.00,-99.23514,968.70,-86.42857,81.86,-,9.062621
150.05,-104.8973,968.90,-86.38095,81.86,-,9.062621
150.10,-107.7271,969.00,-81,81.86,-,9.062621
150.15,-110.5568,969.10,-78.33334,81.86,-,9.062621
150.20,-116.217,969.30,-81,81.86,-,9.062621
150.25,-113.3879,969.20,-72.90476,81.86,-,9.062621
150.30,-116.217,969.30,-70.2381,81.86,-,9.062621
150.35,-116.217,969.30,-64.85714,81.86,-,9.062621
150.40,-121.8764,969.50,-67.52381,81.86,-,9.062621
150.45,-119.0477,969.40,-62.09524,81.86,-,9.062621
150.50,-121.8764,969.50,-62.09524,81.86,-,9.062621
150.55,-127.5347,969.70,-64.7619,81.86,-,9.062621
150.60,-133.1921,969.90,-67.42857,81.86,-,9.062621
150.65,-136.0196,970.00,-70.14286,81.86,-,9.062621
150.70,-138.8469,970.10,-72.85714,81.86,-,9.062621
150.75,-144.5024,970.30,-78.2381,81.86,-,9.062621
150.80,-144.5024,970.30,-78.2381,81.86,-,9.062621
150.85,-147.3307,970.40,-72.85714,81.86,-,9.062621
150.90,-150.157,970.50,-72.85714,81.86,-,9.062621
150.95,-155.8107,970.70,-70.14286,81.86,-,9.062621
151.00,-161.4634,970.90,-64.71429,81.86,-,9.062621
151.05,-164.2885,971.00,-62.04762,81.86,-,9.062621
151.10,-169.9398,971.20,-62.04762,81.86,-,9.062621
151.15,-178.4141,971.50,-67.38095,81.86,-,9.062621
151.20,-184.0631,971.70,-70.04762,81.86,-,9.062621
151.25,-189.7111,971.90,-70.04762,81.86,-,9.062621
151.30,-192.5338,972.00,-75.42857,81.86,-,9.062621
151.35,-195.3564,972.10,-75.38095,81.86,-,9.062621
151.40,-201.0025,972.30,-80.7619,81.86,-,9.062621
151.45,-203.8261,972.40,-78.04762,81.86,-,9.062621
151.50,-209.469,972.60,-86.14286,81.86,-,9.062621
151.55,-212.2919,972.70,-86.09524,81.86,-,9.062621
151.60,-212.2919,972.70,-80.71429,81.86,-,9.062621
151.65,-220.7556,973.00,-83.38095,81.86,-,9.062621
151.70,-220.7556,973.00,-80.66666,81.86,-,9.062621
151.75,-217.9352,972.90,-75.28571,81.86,-,9.062621
151.80,-217.9352,972.90,-69.90476,81.86,-,9.062621
151.85,-217.9352,972.90,-69.90476,81.86,-,9.062621
151.90,-220.7556,973.00,-69.85714,81.86,-,9.062621
151.95,-220.7556,973.00,-67.14286,81.86,-,9.062621
152.00,-220.7556,973.00,-61.76191,81.86,-,9.062621
152.05,-220.7556,973.00,-56.38095,81.86,-,9.062621
152.10,-220.7556,973.00,-53.66667,81.86,-,9.062621
152.15,-220.7556,973.00,-48.28571,81.86,-,9.062621
152.20,-220.7556,973.00,-40.23809,81.86,-,9.062621
152.25,-220.7556,973.00,-34.85714,81.86,-,9.062621
152.30,-220.7556,973.00,-29.47619,81.86,-,9.062621
152.35,-220.7556,973.00,-26.80952,81.86,-,9.062621
152.40,-220.7556,973.00,-24.14286,81.86,-,9.062621
152.45,-220.7556,973.00,-18.76191,81.86,-,9.062621
152.50,-220.7556,973.00,-16.09524,81.86,-,9.062621
152.55,-220.7556,973.00,-10.71429,81.86,-,9.062621
152.60,-217.9352,972.90,-5.380952,81.86,-,9.062621
152.65,-220.7556,973.00,-8.047619,81.86,-,9.062621
152.70,-220.7556,973.00,0,81.86,-,9.062621
152.75,-220.7556,973.00,0,81.86,-,9.062621
152.80,-220.7556,973.00,-2.666667,81.86,-,9.062621
152.85,-220.7556,973.00,-2.666667,81.86,-,9.062621
152.90,-220.7556,973.00,-2.666667,81.86,-,9.062621
