time,az_deg,el_deg,az_deg_filt,el_deg_filt,az_rate_filt,el_rate_filt
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0143275264613293,6.192318767447841,0.0013043967547581921,0.5637568024381656,5.209668622779053e-05,0.022516048999867505
0.08,0.0286622184760858,12.243170540419245,0.0035995220365530973,1.5435860454177557,0.0002434880629932947,0.10422346672556208
0.12,0.0430040796252342,18.029655797189832,0.006680182316318205,2.832558768199024,0.0006428791145489433,0.2713196489271353
0.16,0.0573531134897393,23.4601573520579,0.010410742116561032,4.351526828662211,0.0013063261776280184,0.5413862098903016
0.2,0.0717093236505661,28.47884275996575,0.014701922496584467,6.0415621722037525,0.0022804501458506044,0.9247871781827801
0.24,0.0860727136886794,33.062828293656885,0.019496276037425167,7.859017475906484,0.00360419502914252,1.4259166586188063
0.28,0.1004432871849303,37.21506738064036,0.024758674626708114,9.77191843375171,0.005309755554552691,2.0443508416670237
0.32,0.1148210477202269,40.956090113718496,0.03046980759003681,11.757132822379287,0.007423026444982004,2.775878989675733
0.36,0.1292059988754204,44.3166459602397,0.03662155148355767,13.798089744006848,0.00996378541620493,3.6133878551439933
0.4,0.1435981442311913,47.33210824195435,0.04321354365313459,15.882947880473113,0.012945744834820123,4.5475960843687275
0.44,0.1579974873683909,50.038691214896986,0.05025055887398909,18.003149542188144,0.016376561955702595,5.567653791658119
0.48,0.1724040318676998,52.471153830557945,0.05774044525671908,20.152305441867497,0.02025786924234751,6.661631273564165
0.52,0.1868177813096849,54.661574900889015,0.06569247010135537,22.325357260116675,0.024585366605886477,7.816921569137346
0.56,0.2012387392749701,56.638832885532864,0.07411598415932652,24.517968397336002,0.02934900244334906,9.020577838756886
0.6,0.2156669093440086,58.42851417261011,0.08301934808340271,26.726098542731773,0.03453325809992985,10.259601202583193
0.64,0.2301022950971969,60.05306079872554,0.09240908595815811,28.945723829567715,0.04011753991675523,11.521189463129275
0.68,0.2445449001149313,61.53203661874854,0.10228924270773841,31.172670403149517,0.04607667405441268,12.792952842600135
0.72,0.258994727977381,62.882438795634194,0.11266092807076006,33.40253465318615,0.05238149181420547,14.063099748597931
0.76,0.2734517822647717,64.11901296262468,0.12352203187810176,35.63066797783692,0.058999487349120014,15.320593604355015
0.8,0.2879160665571021,65.25455013395847,0.134867095107856,37.85220779591025,0.06589552560305849,16.555280771614832
0.84,0.3023875844343138,66.30015529114958,0.1466873197522372,40.062139741900104,0.07303257610595122,17.757989337673134
0.88,0.3168663394762916,67.26548439029938,0.15897069874191114,42.25537871487657,0.08037244783809763,18.920598810684755
0.92,0.331352335262693,68.15895024827697,0.1717022456191875,44.42685883008432,0.0878765015935842,20.036081364624454
0.96,0.3458455753732323,68.98789961921993,0.1848643027097487,46.57162442621459,0.09550631884824148,21.09851602191695
1.0,0.3603460633872259,69.75876454946814,0.19843690641067474,48.684916159637496,0.10322430972564994,22.103077917376375
1.04,0.3748538028841039,70.47719127649306,0.21239818893945062,50.76224788922349,0.11099424687283671,23.046005448533396
1.08,0.3893687974431259,71.1481498009429,0.22672479740715498,52.799471524158356,0.11878171652631321,23.924548617849577
1.12,0.4038910506432103,71.77602697684596,0.2413923132424054,54.79282826726443,0.1265544824283273,24.736902177935214
1.16,0.4184205660633893,72.36470562726231,0.25637565760811726,56.738985732809894,0.1342827622645707,25.482127295701975
1.2,0.4329573472822972,72.9176318520449,0.27164947131347317,58.635061250683506,0.14193941973712676,26.160065370736564
1.24,0.4475013978786251,73.43787237639043,0.28718846063225406,60.478632295573725,0.1495000781398683,26.771247406903704
1.28,0.4620527214307799,73.92816350458914,0.30296770322671035,62.26773541546988,0.15694316332164032,27.316801982080047
1.32,0.4766113215169412,74.3909529958868,0.3189629109134336,64.00085529984966,0.16424988522262138,27.798364429163026
1.36,0.4911772017152884,74.82843596752527,0.33515064820553453,65.67690575016069,0.17140416781538045,28.217989370292724
1.4,0.5057503656036033,75.24258575070023,0.35150850737582195,67.29520432156329,0.17839253736987087,28.578068268818985
1.44,0.5203308167596106,75.6351804744855,0.36801524219585097,68.85544232324979,0.1852039786025946,28.88125320655538
1.48,0.5349185587608645,76.00782602673726,0.38465086353037364,70.35765172106677,0.19182976757914857,29.13038767669347
1.52,0.549513595184635,76.36197593588157,0.401396700641114,71.80217030369259,0.19826328932523976,29.32844481786596
1.56,0.564115929607965,76.69894862995902,0.4182354324251951,73.18960627156754,0.20449984706002108,29.478473208582244
1.6,0.5787255656077832,77.01994245645442,0.43515109293527815,74.52080320145822,0.21053646887714697,29.583550094952972
1.64,0.5933425067606777,77.32604878580094,0.4521290554545194,75.79680614039191,0.21637171662576907,29.646741735842575
1.68,0.6079667566431795,77.61826347093489,0.469155999180823,77.01882939863476,0.22200550073147227,29.671070413321747
1.72,0.6225983188314217,77.89749689315167,0.4862198622567719,78.18822644730882,0.22743890377620338,29.659487565968682
1.76,0.637237196901367,78.16458278933062,0.5033097845029119,79.3064621846046,0.23267401484434153,29.61485245091925
1.8,0.6518833944287508,78.4202860261633,0.5204160428038244,80.37508771593268,0.23771377594633455,29.539915720267548
1.84,0.6665369149890239,78.66530946235069,0.5375299816831913,81.39571769699798,0.24256184125145047,29.43730730154159
1.88,0.6811977621573533,78.90030001901742,0.5546439412036814,82.37001021300061,0.24722244939115548,29.30952799428215
1.92,0.695865939508792,79.1258540611568,0.5717511839524069,83.29964910975502,0.2517003087249277,29.158944229830972
1.96,0.7105414506179386,79.34252217821573,0.5888458225306868,84.18632865100977,0.2560004951794149,28.98778548477291
2.0,0.7252242990592777,79.55081343950218,0.6059227486622466,85.03174034813865,0.2601283620675372,28.798143886427496
2.04,0.7399144884068392,79.75119918956894,0.6229775647679207,85.83756179125591,0.264089461154045,28.59197559850382
2.08,0.7546120222344825,79.94411643979153,0.6400065186270865,86.60544730247757,0.26788947414680103,28.371103624379707
2.12,0.7693169041158399,80.12997090475264,0.6570064415541345,87.33702023054747,0.27153415374797024,28.13722171290674
2.16,0.7840291376241453,80.3091397255614,0.6739746903595766,88.03386670967849,0.2750292733872162,27.891899096137823
2.2,0.798748726332235,80.481973916694,0.6909090932364592,88.6975307128034,0.2783805847718683,27.636585829283472
2.24,0.8134756738128885,80.64880056819598,0.7078078996099961,89.3295102393126,0.28159378242011684,27.372618540194907
2.28,0.8282099836383736,80.80992483101167,0.7246697339081689,89.93125448883734,0.28467447438703813,27.101226428646743
2.32,0.842951659380617,80.96563170970384,0.7414935531502738,90.50416188497509,0.2876281584452906,26.82353738471865
2.36,0.8577007046114318,81.11618768380491,0.7582786082056704,91.04957882548126,0.2904602030389922,26.54058412083759
2.4,0.8724571229020057,81.26184217643313,0.7750244085435929,91.56879904794735,0.293175832387918,26.253310233799674
2.44,0.8872209178234698,81.40282888654991,0.7917306902744713,92.06306351204447,0.2957801151777742,25.96257613164499
2.48,0.9019920929463864,81.53936699927635,0.8083973872712933,92.53356071082823,0.29827795632923293,25.669164775930547
2.52,0.916770651841091,81.67166228698649,0.8250246051546803,92.98142733424278,0.30067409139283463,25.37378720305861
2.56,0.9315565980774636,81.7999081124144,0.8416125979256122,93.40774921775659,0.30297308316788796,25.077087799182273
2.6,0.9463499352251574,81.9242863437208,0.8581617470341205,93.81356251798121,0.30517932019087757,24.779649312121176
2.64,0.961150666853314,82.04496819033723,0.8746725426794835,94.19985506517173,0.3072970167823094,24.48199759094906
2.68,0.9759587965307333,82.16211496741808,0.8911455671468204,94.56756784970938,0.3093302143804535,24.1846060497074
2.72,0.9907743278258748,82.27587879586528,0.9075814799956406,94.91759660606762,0.31128278392607184,23.88789985627509
2.76,1.0055972643068003,82.38640324413029,0.9239810049274033,95.25079346341514,0.31315842909416597,23.592259850977694
2.8,1.0204276095411728,82.49382391732892,0.940344918171029,95.56796863697032,0.31496069019723594,23.298026202220704
2.84,1.0352653670961445,82.59826899861503,0.9566740382372297,95.8698921385537,0.31669294860975167,23.005501808426978
2.88,1.0501105405386395,82.69985974723943,0.9729692169042896,96.15729548854827,0.3183584315857768,22.71495545697545
2.92,1.0649631334350147,82.79871095725973,0.9892313313092459,96.43087341472922,0.3199602173611753,22.42662475178461
2.96,1.0798231493512844,82.89493138046016,1.0054612770293427,96.69128552622325,0.3215012404489119,22.14071882175146
3.0,1.0946905918530092,82.9886241166794,1.0216599620488769,96.93915795325293,0.3229842970507849,21.857420822521924
3.04,1.1095654645053514,83.07988697442346,1.0378283015162237,97.17508494536258,0.3244120505218209,21.57689024409637
3.08,1.124447770872962,83.16881280435615,1.0539672132048168,97.39963042255286,0.3257870368346804,21.299265036617854
3.12,1.1393375145200366,83.25548980800511,1.0700776136001977,97.61332947521079,0.3271116700010145,21.02466356639485
3.16,1.1542346990104306,83.34000182379582,1.086160414542926,97.81668980994614,0.3283882474149291,20.753186413811186
